timestamp,rpm,speed,throttle,temp,load,boost,gear,lat,lon
52.962,750,0,0,94,0,1.0,N,0.0,0.0
53.025,750,0,0,94,0,1.0,N,0.0,0.0
53.080,750,0,0,94,0,1.0,N,0.0,0.0
53.145,750,0,0,94,0,1.0,N,0.0,0.0
53.210,750,0,0,94,0,1.0,N,0.0,0.0
53.277,750,0,0,94,0,1.0,N,0.0,0.0
53.340,750,0,0,94,0,1.0,N,0.0,0.0
53.403,750,0,0,94,0,1.0,N,0.0,0.0
53.465,750,0,0,94,0,1.0,N,0.0,0.0
53.526,750,0,0,94,0,1.0,N,0.0,0.0
53.589,750,0,0,94,0,1.0,N,0.0,0.0
53.652,750,0,0,93,0,1.0,N,0.0,0.0
53.715,750,0,0,93,0,1.0,N,0.0,0.0
53.778,750,0,0,93,0,1.0,N,0.0,0.0
53.841,750,0,0,93,0,1.0,N,0.0,0.0
53.904,750,0,0,93,0,1.0,N,0.0,0.0
53.967,750,0,0,93,0,1.0,N,0.0,0.0
54.029,750,0,0,93,0,1.0,N,0.0,0.0
54.077,750,0,0,93,0,1.0,N,0.0,0.0
54.141,750,0,0,93,0,1.0,N,0.0,0.0
54.204,750,0,0,93,0,1.0,N,0.0,0.0
54.268,750,0,0,93,0,1.0,N,0.0,0.0
54.333,750,0,0,93,0,1.0,N,0.0,0.0
54.411,750,0,0,93,0,1.0,N,0.0,0.0
54.476,750,0,0,93,0,1.0,N,0.0,0.0
54.538,750,0,0,93,0,1.0,N,0.0,0.0
54.602,750,0,0,93,0,1.0,N,0.0,0.0
54.677,750,0,0,93,0,1.0,N,0.0,0.0
54.741,750,0,0,93,0,1.0,N,0.0,0.0
54.810,750,0,0,93,0,1.0,N,0.0,0.0
54.879,750,0,0,93,0,1.0,N,0.0,0.0
54.944,750,0,0,93,0,1.0,N,0.0,0.0
55.009,750,0,0,93,0,1.0,N,0.0,0.0
55.063,750,0,0,93,0,1.0,N,0.0,0.0
55.128,750,0,0,93,0,1.0,N,0.0,0.0
55.201,750,0,0,93,0,1.0,N,0.0,0.0
55.257,750,0,0,93,0,1.0,N,0.0,0.0
55.313,750,0,0,93,0,1.0,N,0.0,0.0
55.381,750,0,0,93,0,1.0,N,0.0,0.0
55.445,750,0,0,93,0,1.0,N,0.0,0.0
55.513,750,0,0,93,0,1.0,N,0.0,0.0
55.573,750,0,0,93,0,1.0,N,0.0,0.0
55.624,750,0,0,93,0,1.0,N,0.0,0.0
55.689,750,0,0,93,0,1.0,N,0.0,0.0
55.757,750,0,0,93,0,1.0,N,0.0,0.0
55.826,750,0,0,93,0,1.0,N,0.0,0.0
55.883,750,0,0,93,0,1.0,N,0.0,0.0
55.940,750,0,0,93,0,1.0,N,0.0,0.0
56.005,750,0,0,93,0,1.0,N,0.0,0.0
56.067,750,0,0,93,0,1.0,N,0.0,0.0
56.132,750,0,0,93,0,1.0,N,0.0,0.0
56.200,750,0,0,93,0,1.0,N,0.0,0.0
56.259,750,0,0,93,0,1.0,N,0.0,0.0
56.323,750,0,0,93,0,1.0,N,0.0,0.0
56.374,750,0,0,93,0,1.0,N,0.0,0.0
56.441,750,0,0,93,0,1.0,N,0.0,0.0
56.504,750,0,0,93,0,1.0,N,0.0,0.0
56.580,750,0,0,93,0,1.0,N,0.0,0.0
56.642,750,0,0,93,0,1.0,N,0.0,0.0
56.709,750,0,0,93,0,1.0,N,0.0,0.0
56.773,750,0,0,93,0,1.0,N,0.0,0.0
56.842,750,0,0,93,0,1.0,N,0.0,0.0
56.893,750,0,0,93,0,1.0,N,0.0,0.0
56.956,750,0,0,93,0,1.0,N,0.0,0.0
57.016,750,0,0,93,0,1.0,N,0.0,0.0
57.080,750,0,0,93,0,1.0,N,0.0,0.0
57.144,750,0,0,93,0,1.0,N,0.0,0.0
57.208,750,0,0,93,0,1.0,N,0.0,0.0
57.272,750,0,0,93,0,1.0,N,0.0,0.0
57.340,750,0,0,93,0,1.0,N,0.0,0.0
57.398,750,0,0,93,0,1.0,N,0.0,0.0
57.458,750,0,0,93,0,1.0,N,0.0,0.0
57.524,750,0,0,93,0,1.0,N,0.0,0.0
57.577,750,0,0,93,0,1.0,N,0.0,0.0
57.657,786,0,5,92,4,1.0,N,0.0,0.0
57.730,847,0,9,92,7,1.0,N,0.0,0.0
57.793,932,0,13,92,10,1.0,N,0.0,0.0
57.858,1037,0,17,92,13,1.0,N,0.0,0.0
57.909,1160,0,21,92,16,1.0,N,0.0,0.0
57.974,1293,0,24,92,19,1.0,N,0.0,0.0
58.042,1435,0,27,92,21,1.0,N,0.0,0.0
58.110,1584,0,30,92,24,1.0,N,0.0,0.0
58.159,1739,0,33,93,26,1.0,N,0.0,0.0
58.234,1865,0,31,93,25,1.0,N,0.0,0.0
58.292,1964,0,29,93,23,1.0,N,0.0,0.0
58.359,2038,0,27,93,21,1.0,N,0.0,0.0
58.416,2091,0,25,93,20,1.0,N,0.0,0.0
58.480,2123,0,23,93,18,1.0,N,0.0,0.0
58.542,2138,0,21,93,17,1.0,N,0.0,0.0
58.604,2173,0,24,93,19,1.0,N,0.0,0.0
58.665,2227,0,27,93,22,1.0,N,0.0,0.0
58.725,2296,0,30,93,24,1.0,N,0.0,0.0
58.800,2381,0,33,93,26,1.0,N,0.0,0.0
58.854,2443,0,31,93,25,1.0,N,0.0,0.0
58.918,2484,0,29,93,23,1.0,N,0.0,0.0
58.975,2542,0,32,93,26,1.0,N,0.0,0.0
59.040,2580,0,30,93,24,1.1,N,0.0,0.0
59.096,2600,0,28,93,23,1.1,N,0.0,0.0
59.164,2640,0,31,93,25,1.1,N,0.0,0.0
59.227,2661,0,29,93,23,1.1,N,0.0,0.0
59.291,2666,0,27,93,22,1.1,N,0.0,0.0
59.358,2692,0,30,93,24,1.1,N,0.0,0.0
59.423,2700,0,28,93,23,1.1,N,0.0,0.0
59.475,2730,0,31,93,25,1.1,N,0.0,0.0
59.540,2742,0,29,93,24,1.1,N,0.0,0.0
59.608,2739,0,27,93,22,1.1,N,0.0,0.0
59.672,2757,0,30,93,25,1.1,N,0.0,0.0
59.735,2760,0,28,93,23,1.1,N,0.0,0.0
59.798,2747,0,26,93,21,1.1,N,0.0,0.0
59.874,2721,0,24,93,20,1.1,N,0.0,0.0
59.923,2684,0,22,93,18,1.1,N,0.0,0.0
59.991,2671,0,25,93,21,1.1,N,0.0,0.0
60.056,2646,0,23,93,19,1.1,N,0.0,0.0
60.123,2645,0,26,93,21,1.1,N,0.0,0.0
60.188,2666,0,29,93,24,1.1,N,0.0,0.0
60.238,2670,0,27,93,22,1.1,N,0.0,0.0
60.301,2659,0,25,93,21,1.1,N,0.0,0.0
60.374,2671,0,28,93,23,1.1,N,0.0,0.0
60.439,2704,0,31,94,26,1.1,N,0.0,0.0
60.487,2718,0,29,94,24,1.1,N,0.0,0.0
60.558,2754,0,32,94,26,1.1,N,0.0,0.0
60.622,2771,0,30,94,25,1.1,N,0.0,0.0
60.687,2772,0,28,94,23,1.1,N,0.0,0.0
60.748,2794,0,31,94,26,1.1,N,0.0,0.0
60.807,2800,0,29,94,24,1.1,N,0.0,0.0
60.872,2827,0,32,94,27,1.1,N,0.0,0.0
60.935,2873,0,35,94,29,1.1,N,0.0,0.0
60.998,2900,0,33,94,27,1.1,N,0.0,0.0
61.063,2946,0,36,94,30,1.1,N,0.0,0.0
61.123,3009,0,39,94,32,1.1,N,0.0,0.0
61.187,3087,0,42,94,35,1.1,N,0.0,0.0
61.239,3173,0,44,94,36,1.1,N,0.0,0.0
61.302,3264,0,46,94,38,1.1,N,0.0,0.0
61.372,3360,0,48,94,40,1.1,N,0.0,0.0
61.438,3462,0,50,94,41,1.1,N,0.0,0.0
61.500,3568,0,52,94,43,1.1,N,0.0,0.0
61.563,3677,0,54,94,45,1.2,N,0.0,0.0
61.610,3790,0,56,94,46,1.2,N,0.0,0.0
61.674,3907,0,58,94,48,1.2,N,0.0,0.0
61.736,4026,0,60,94,50,1.2,N,0.0,0.0
61.799,4270,0,62,94,52,1.2,N,0.0,0.0
61.861,4479,0,63,94,53,1.2,N,0.0,0.0
61.924,4661,0,64,94,53,1.2,N,0.0,0.0
61.988,4821,0,65,95,54,1.2,N,0.0,0.0
62.054,4964,0,66,95,55,1.2,N,0.0,0.0
62.122,5093,0,67,95,56,1.2,N,0.0,0.0
62.187,5210,0,68,95,57,1.3,N,0.0,0.0
62.238,5318,0,69,95,58,1.3,N,0.0,0.0
62.322,5420,0,70,95,59,1.3,N,0.0,0.0
62.389,5515,0,71,95,60,1.3,N,0.0,0.0
62.451,5606,0,72,95,61,1.3,N,0.0,0.0
62.503,5621,0,68,95,58,1.3,N,0.0,0.0
62.570,5574,0,64,95,55,1.3,N,0.0,0.0
62.632,5552,0,65,95,56,1.3,N,0.0,0.0
62.705,5548,0,66,95,57,1.4,N,0.0,0.0
62.755,5488,0,62,96,54,1.4,N,0.0,0.0
62.821,5454,0,63,96,55,1.4,N,0.0,0.0
62.888,5441,0,64,96,56,1.4,N,0.0,0.0
62.954,5445,0,65,96,57,1.4,N,0.0,0.0
63.025,5390,0,61,96,54,1.4,N,0.0,0.0
63.090,5361,0,62,96,54,1.4,N,0.0,0.0
63.155,5352,0,63,96,55,1.4,N,0.0,0.0
63.204,5287,0,59,96,52,1.4,N,0.0,0.0
63.268,5264,0,61,96,54,1.4,N,0.0,0.0
63.331,5260,0,62,96,55,1.4,N,0.0,0.0
63.402,5199,0,58,96,52,1.4,N,0.0,0.0
63.468,5179,0,60,96,53,1.4,N,0.0,0.0
63.531,5192,0,62,96,55,1.4,N,0.0,0.0
63.582,5145,0,58,96,52,1.4,N,0.0,0.0
63.642,5136,0,60,96,53,1.4,N,0.0,0.0
63.707,5157,0,62,97,55,1.5,N,0.0,0.0
63.772,5117,0,58,97,52,1.5,N,0.0,0.0
63.835,5113,0,60,97,54,1.5,N,0.0,0.0
63.898,5067,0,57,97,51,1.5,N,0.0,0.0
63.962,4987,0,54,97,49,1.5,N,0.0,0.0
64.037,4951,0,56,97,50,1.5,N,0.0,0.0
64.106,4879,0,53,97,48,1.5,N,0.0,0.0
64.171,4851,0,55,97,50,1.5,N,0.0,0.0
64.234,4857,0,57,97,51,1.5,N,0.0,0.0
64.285,4819,0,54,97,49,1.5,N,0.0,0.0
64.350,4817,0,56,97,51,1.5,N,0.0,0.0
64.411,4772,0,53,97,48,1.5,N,0.0,0.0
64.475,4692,0,50,97,46,1.5,N,0.0,0.0
64.537,4658,0,52,97,47,1.5,N,0.0,0.0
64.601,4659,0,54,97,49,1.5,N,0.0,0.0
64.664,4617,0,51,97,47,1.5,N,0.0,0.0
64.727,4539,0,48,97,44,1.5,N,0.0,0.0
64.801,4506,0,50,97,46,1.5,N,0.0,0.0
64.861,4436,0,47,97,43,1.5,N,0.0,0.0
64.923,4337,0,44,97,41,1.5,N,0.0,0.0
65.000,4214,0,41,97,38,1.5,N,0.0,0.0
65.061,4145,0,43,97,40,1.5,N,0.0,0.0
65.125,4118,0,45,97,41,1.4,N,0.0,0.0
65.180,4053,0,42,97,39,1.4,N,0.0,0.0
65.251,4031,0,44,97,41,1.4,N,0.0,0.0
65.303,4041,0,46,97,42,1.4,N,0.0,0.0
65.383,4079,0,48,98,44,1.4,N,0.0,0.0
65.449,4138,0,50,98,45,1.4,N,0.0,0.0
65.515,4214,0,52,98,47,1.4,N,0.0,0.0
65.586,4304,0,54,98,48,1.4,N,0.0,0.0
65.652,4405,0,56,98,50,1.4,N,0.0,0.0
65.718,4515,0,58,98,52,1.4,N,0.0,0.0
65.784,4632,0,60,98,53,1.4,N,0.0,0.0
65.849,4755,0,62,98,55,1.4,N,0.0,0.0
65.917,4867,0,63,98,56,1.4,N,0.0,0.0
65.981,4972,0,64,98,57,1.5,N,0.0,0.0
66.034,5070,0,65,98,58,1.5,N,0.0,0.0
66.099,5163,0,66,98,58,1.5,N,0.0,0.0
66.171,5251,0,67,98,59,1.5,N,0.0,0.0
66.235,5337,0,68,98,60,1.5,N,0.0,0.0
66.285,5420,0,69,98,61,1.5,N,0.0,0.0
66.349,5501,0,70,98,62,1.5,N,0.0,0.0
66.417,5580,0,71,98,63,1.5,N,0.0,0.0
66.482,5658,0,72,98,64,1.5,N,0.0,0.0
66.546,5735,0,73,98,65,1.5,N,0.0,0.0
66.600,5811,0,74,98,66,1.5,N,0.0,0.0
66.664,5886,0,75,98,67,1.5,N,0.0,0.0
66.732,5961,0,76,98,67,1.5,N,0.0,0.0
66.798,6035,0,77,99,68,1.5,N,0.0,0.0
66.860,6109,0,78,99,69,1.6,N,0.0,0.0
66.908,6182,0,79,99,70,1.6,N,0.0,0.0
66.980,6256,0,80,99,71,1.6,N,0.0,0.0
67.042,6329,0,81,99,72,1.6,N,0.0,0.0
67.104,6401,0,81,99,73,1.6,N,0.0,0.0
67.168,6460,0,82,99,73,1.6,N,0.0,0.0
67.231,6520,0,82,99,74,1.6,N,0.0,0.0
67.284,6569,0,83,99,74,1.6,N,0.0,0.0
67.354,6621,0,83,99,75,1.7,N,0.0,0.0
67.433,6665,0,84,99,76,1.7,N,0.0,0.0
67.487,6711,0,84,99,76,1.7,N,0.0,0.0
67.551,6752,0,85,99,77,1.7,N,0.0,0.0
67.609,6795,0,85,99,77,1.7,N,0.0,0.0
67.664,6833,0,86,99,78,1.7,N,0.0,0.0
67.721,6873,0,86,100,79,1.7,N,0.0,0.0
67.786,6910,0,87,100,79,1.7,N,0.0,0.0
67.843,6949,0,87,100,80,1.7,N,0.0,0.0
67.911,6985,0,88,100,80,1.8,N,0.0,0.0
67.970,7022,0,88,100,81,1.8,N,0.0,0.0
68.038,7058,0,89,100,81,1.8,N,0.0,0.0
68.098,7095,0,89,100,82,1.8,N,0.0,0.0
68.160,7131,0,90,100,82,1.8,N,0.0,0.0
68.227,7167,0,90,100,83,1.8,N,0.0,0.0
68.294,7203,0,90,100,83,1.8,N,0.0,0.0
68.346,7231,0,91,100,84,1.8,N,0.0,0.0
68.410,7261,0,91,100,84,1.9,N,0.0,0.0
68.477,7291,0,91,100,85,1.9,N,0.0,0.0
68.547,7317,0,92,100,85,1.9,N,0.0,0.0
68.598,7343,0,92,101,85,1.9,N,0.0,0.0
68.660,7370,0,92,101,86,1.9,N,0.0,0.0
68.731,7394,0,93,101,86,1.9,N,0.0,0.0
68.792,7419,0,93,101,87,1.9,N,0.0,0.0
68.860,7443,0,93,101,87,1.9,N,0.0,0.0
68.926,7468,0,93,101,87,2.0,N,0.0,0.0
68.998,7487,0,94,101,88,2.0,N,0.0,0.0
69.060,7507,0,94,101,88,2.0,N,0.0,0.0
69.128,7527,0,94,101,88,2.0,N,0.0,0.0
69.192,7547,0,94,101,89,2.0,N,0.0,0.0
69.257,7565,0,95,101,89,2.0,N,0.0,0.0
69.318,7583,0,95,101,89,2.0,N,0.0,0.0
69.382,7601,0,95,101,90,2.0,N,0.0,0.0
69.449,7618,0,95,102,90,2.0,N,0.0,0.0
69.509,7636,0,95,102,90,2.0,N,0.0,0.0
69.580,7650,0,96,102,90,2.1,N,0.0,0.0
69.639,7665,0,96,102,91,2.1,N,0.0,0.0
69.702,7680,0,96,102,91,2.1,N,0.0,0.0
69.758,7694,0,96,102,91,2.1,N,0.0,0.0
69.823,7708,0,96,102,91,2.1,N,0.0,0.0
69.887,7721,0,96,102,92,2.1,N,0.0,0.0
69.941,7733,0,97,102,92,2.1,N,0.0,0.0
70.001,7745,0,97,102,92,2.1,N,0.0,0.0
70.065,7757,0,97,102,92,2.1,N,0.0,0.0
70.168,7768,0,97,102,93,2.1,N,0.0,0.0
70.231,7698,0,92,102,88,2.1,N,0.0,0.0
70.285,7570,0,87,102,84,2.1,N,0.0,0.0
70.328,7477,0,87,102,85,2.1,N,0.0,0.0
70.393,7407,0,88,103,85,2.2,N,0.0,0.0
70.453,7361,0,88,103,86,2.2,N,0.0,0.0
70.520,7256,0,84,103,82,2.2,N,0.0,0.0
70.591,7100,0,79,103,78,2.2,N,0.0,0.0
70.656,6918,0,75,103,75,2.1,N,0.0,0.0
70.711,6786,0,76,103,76,2.1,N,0.0,0.0
70.774,6695,0,77,103,76,2.1,N,0.0,0.0
70.844,6565,0,73,103,73,2.1,N,0.0,0.0
70.893,6402,0,69,103,70,2.1,N,0.0,0.0
70.955,6287,0,70,103,70,2.1,N,0.0,0.0
71.021,6136,0,66,103,67,2.1,N,0.0,0.0
71.080,5958,0,62,103,64,2.1,N,0.0,0.0
71.153,5830,0,63,103,64,2.1,N,0.0,0.0
71.206,5742,0,64,103,65,2.1,N,0.0,0.0
71.269,5613,0,60,103,62,2.1,N,0.0,0.0
71.336,5539,0,62,103,63,2.0,N,0.0,0.0
71.402,5422,0,58,103,60,2.0,N,0.0,0.0
71.466,5358,0,60,103,61,2.0,N,0.0,0.0
