timestamp,rpm,speed,lat,lon
2025-07-24 10:07:24,2845,42.5,-36.90537,174.89087
2025-07-24 10:07:25,3561,53.4,-36.90492,174.8919
2025-07-24 10:07:26,3154,47.3,-36.90463,174.89259
2025-07-24 10:07:27,3365,50.0,-36.90457,174.89272
2025-07-24 10:07:28,3581,54.5,-36.90433,174.89325
2025-07-24 10:07:29,3781,58.6,-36.90419,174.8936
2025-07-24 10:07:30,3421,53.3,-36.90411,174.89378
2025-07-24 10:07:31,3538,56.0,-36.90399,174.89406
2025-07-24 10:07:32,3585,54.9,-36.90386,174.89431
2025-07-24 10:07:33,3079,47.3,-36.90376,174.89449
2025-07-24 10:07:34,3370,52.1,-36.90359,174.89479
2025-07-24 10:07:35,3072,43.7,-36.90354,174.89487
2025-07-24 10:07:36,3090,47.1,-36.90351,174.89491
2025-07-24 10:07:37,3118,47.3,-36.90331,174.89522
2025-07-24 10:07:38,3291,48.4,-36.90322,174.89546
2025-07-24 10:07:39,3677,56.1,-36.90295,174.89584
2025-07-24 10:07:40,3096,47.2,-36.90258,174.89637
2025-07-24 10:07:41,3258,49.3,-36.90219,174.89693
2025-07-24 10:07:42,3037,43.1,-36.90183,174.89745
2025-07-24 10:07:43,3557,55.1,-36.90152,174.8979
2025-07-24 10:07:44,3237,50.1,-36.90116,174.89848
2025-07-24 10:07:45,3522,55.1,-36.90083,174.89905
2025-07-24 10:07:46,3422,52.1,-36.90076,174.89919
2025-07-24 10:07:47,2927,43.7,-36.90068,174.89933
2025-07-24 10:07:48,3495,53.9,-36.90061,174.89947
2025-07-24 10:07:49,3603,55.2,-36.90045,174.89977
2025-07-24 10:07:50,2966,43.0,-36.90029,174.90008
2025-07-24 10:07:51,3560,57.0,-36.90023,174.9002
2025-07-24 10:07:52,2973,44.4,-36.90015,174.90033
2025-07-24 10:07:53,3279,49.9,-36.90009,174.90045
2025-07-24 10:07:54,3514,54.3,-36.90003,174.90056
2025-07-24 10:07:55,2915,41.8,-36.89999,174.90065
2025-07-24 10:07:56,3519,55.1,-36.89995,174.90071
2025-07-24 10:07:57,3354,50.7,-36.89989,174.90083
2025-07-24 10:07:58,3428,52.5,-36.8998,174.901
2025-07-24 10:07:59,3768,59.3,-36.89976,174.90108
2025-07-24 10:08:00,3060,45.7,-36.89968,174.90124
2025-07-24 10:08:01,3433,54.1,-36.89961,174.90136
2025-07-24 10:08:02,3164,49.0,-36.89953,174.90151
2025-07-24 10:08:03,3156,48.0,-36.89939,174.90176
2025-07-24 10:08:04,3373,52.4,-36.8993,174.90195
2025-07-24 10:08:05,3055,45.4,-36.89915,174.90223
2025-07-24 10:08:06,3261,49.1,-36.89908,174.90235
2025-07-24 10:08:07,3021,44.5,-36.89897,174.90249
2025-07-24 10:08:08,3132,48.5,-36.89894,174.90254
2025-07-24 10:08:09,3326,50.4,-36.89881,174.90279
2025-07-24 10:08:10,2918,42.8,-36.89874,174.90293
2025-07-24 10:08:11,3399,51.0,-36.89862,174.90316
2025-07-24 10:08:12,3390,53.5,-36.8985,174.90339
2025-07-24 10:08:13,3424,51.5,-36.8984,174.90358
2025-07-24 10:08:14,3233,50.1,-36.89834,174.9037
2025-07-24 10:08:15,3447,54.4,-36.8982,174.90396
2025-07-24 10:08:16,3442,52.8,-36.8981,174.90417
2025-07-24 10:08:17,3425,52.6,-36.89808,174.90421
2025-07-24 10:08:18,3378,52.1,-36.89805,174.90427
2025-07-24 10:08:19,3579,54.9,-36.89801,174.90435
2025-07-24 10:08:20,3474,54.1,-36.89788,174.90465
2025-07-24 10:08:21,3334,50.4,-36.8978,174.90487
2025-07-24 10:08:22,3301,49.2,-36.89777,174.90502
2025-07-24 10:08:23,3344,51.8,-36.89773,174.90518
2025-07-24 10:08:24,3103,46.1,-36.8977,174.90539
2025-07-24 10:08:25,3200,49.7,-36.89769,174.90545
2025-07-24 10:08:26,3234,49.2,-36.89768,174.90556
2025-07-24 10:08:27,3086,47.3,-36.89768,174.90562
2025-07-24 10:08:28,3521,56.3,-36.89767,174.90574
2025-07-24 10:08:29,3378,52.1,-36.89768,174.90599
2025-07-24 10:08:30,3291,49.4,-36.89768,174.90617
2025-07-24 10:08:31,3497,55.2,-36.89769,174.90629
2025-07-24 10:08:32,3131,46.3,-36.8977,174.90631
2025-07-24 10:08:33,3394,51.4,-36.8977,174.90639
2025-07-24 10:08:34,3142,48.4,-36.89771,174.90645
2025-07-24 10:08:35,3538,52.9,-36.89772,174.90649
2025-07-24 10:08:36,3540,55.1,-36.89773,174.90656
2025-07-24 10:08:37,3509,55.4,-36.8978,174.90684
2025-07-24 10:08:38,3262,50.6,-36.89783,174.90693
2025-07-24 10:08:39,3604,55.1,-36.89789,174.90714
2025-07-24 10:08:40,3626,57.8,-36.89801,174.90747
2025-07-24 10:08:41,3466,52.4,-36.89808,174.90756
2025-07-24 10:08:42,3196,47.6,-36.89811,174.9076
2025-07-24 10:08:43,3264,50.0,-36.89824,174.90801
2025-07-24 10:08:44,3385,52.7,-36.89825,174.90804
2025-07-24 10:08:45,2978,44.2,-36.89829,174.90816
2025-07-24 10:08:46,3557,54.0,-36.89833,174.90829
2025-07-24 10:08:47,2983,42.5,-36.89839,174.90847
2025-07-24 10:08:48,3439,51.4,-36.89846,174.9087
2025-07-24 10:08:49,3439,51.6,-36.89856,174.909
2025-07-24 10:08:50,3234,48.0,-36.89862,174.90925
2025-07-24 10:08:51,3448,52.7,-36.89864,174.90937
2025-07-24 10:08:52,3402,53.6,-36.89866,174.90953
2025-07-24 10:08:53,3559,53.5,-36.89867,174.90972
2025-07-24 10:08:54,3834,60,-36.89868,174.90983
2025-07-24 10:08:55,3439,51.8,-36.89868,174.90994
2025-07-24 10:08:56,3220,50.2,-36.89874,174.91105
2025-07-24 10:08:57,3582,54.4,-36.89874,174.91112
2025-07-24 10:08:58,3035,44.2,-36.89875,174.91141
2025-07-24 10:08:59,3097,47.1,-36.89879,174.91214
2025-07-24 10:09:00,3333,52.1,-36.89879,174.91221
2025-07-24 10:09:01,3295,48.5,-36.8988,174.91249
2025-07-24 10:09:02,3193,47.7,-36.89887,174.91418
2025-07-24 10:09:03,3277,47.6,-36.8989,174.91486
2025-07-24 10:09:04,3384,51.6,-36.89891,174.91515
2025-07-24 10:09:05,3725,59.8,-36.89893,174.91546
2025-07-24 10:09:06,3089,46.8,-36.89893,174.91571
2025-07-24 10:09:07,3031,46.1,-36.89894,174.91594
2025-07-24 10:09:08,3286,51.2,-36.89896,174.91666
2025-07-24 10:09:09,3195,48.5,-36.89898,174.91714
2025-07-24 10:09:10,3362,50.3,-36.89898,174.9173
2025-07-24 10:09:11,3231,48.2,-36.899,174.9176
2025-07-24 10:09:12,3295,49.8,-36.89904,174.91834
2025-07-24 10:09:13,3335,51.6,-36.89906,174.91876
2025-07-24 10:09:14,3471,52.5,-36.89906,174.91878
2025-07-24 10:09:15,3245,50.4,-36.89906,174.91895
2025-07-24 10:09:16,3071,46.1,-36.89904,174.91913
2025-07-24 10:09:17,3122,47.5,-36.89902,174.91921
2025-07-24 10:09:18,2804,41.8,-36.899,174.91928
2025-07-24 10:09:19,3015,45.2,-36.89898,174.91934
2025-07-24 10:09:20,3208,49.2,-36.89896,174.91938
2025-07-24 10:09:21,3102,47.9,-36.89893,174.91943
2025-07-24 10:09:22,3132,45.4,-36.89891,174.91947
2025-07-24 10:09:23,2970,44.4,-36.89886,174.91953
2025-07-24 10:09:24,3267,50.5,-36.89882,174.9196
2025-07-24 10:09:25,3136,46.5,-36.89878,174.91964
2025-07-24 10:09:26,2972,41.8,-36.89869,174.91975
2025-07-24 10:09:27,3195,48.8,-36.89862,174.91983
2025-07-24 10:09:28,3312,48.3,-36.89835,174.92013
2025-07-24 10:09:29,3187,47.5,-36.89832,174.92016
2025-07-24 10:09:30,2888,41.2,-36.89788,174.92063
2025-07-24 10:09:31,3351,51.5,-36.8978,174.92071
2025-07-24 10:09:32,3320,50.1,-36.89762,174.92091
2025-07-24 10:09:33,3403,51.2,-36.89728,174.9213
2025-07-24 10:09:34,3356,51.5,-36.89719,174.92138
2025-07-24 10:09:35,3480,53.2,-36.89715,174.92141
2025-07-24 10:09:36,3450,51.5,-36.89709,174.92146
2025-07-24 10:09:37,3266,48.7,-36.89694,174.92156
2025-07-24 10:09:38,3306,51.2,-36.89629,174.922
2025-07-24 10:09:39,3418,53.8,-36.89622,174.92205
2025-07-24 10:09:40,3250,47.4,-36.89603,174.92219
2025-07-24 10:09:41,3228,50.3,-36.89591,174.92227
2025-07-24 10:09:42,3403,52.7,-36.89571,174.92241
2025-07-24 10:09:43,3345,52.2,-36.89548,174.92257
2025-07-24 10:09:44,3329,51.4,-36.89505,174.92286
2025-07-24 10:09:45,3510,54.6,-36.89489,174.92297
2025-07-24 10:09:46,3845,59.5,-36.89455,174.9232
2025-07-24 10:09:47,3245,47.9,-36.89454,174.9232
2025-07-24 10:09:48,3679,56.3,-36.89397,174.9236
2025-07-24 10:09:49,3356,49.7,-36.89362,174.92384
2025-07-24 10:09:50,3393,51.3,-36.89344,174.92397
2025-07-24 10:09:51,3551,54.3,-36.89332,174.92405
2025-07-24 10:09:52,3580,54.9,-36.89321,174.92414
2025-07-24 10:09:53,3243,50.7,-36.89305,174.9243
2025-07-24 10:09:54,3311,50.1,-36.89298,174.92438
2025-07-24 10:09:55,3286,50.8,-36.89295,174.92445
2025-07-24 10:09:56,3408,50.2,-36.89294,174.92449
2025-07-24 10:09:57,3097,46.3,-36.89288,174.92463
2025-07-24 10:09:58,3560,54.1,-36.89279,174.92496
2025-07-24 10:09:59,3302,49.1,-36.89277,174.92502
2025-07-24 10:10:00,3414,52.8,-36.89271,174.92523
2025-07-24 10:10:01,2888,43.6,-36.89264,174.92549
2025-07-24 10:10:02,2984,43.3,-36.89261,174.92564
2025-07-24 10:10:03,3385,52.8,-36.89259,174.92571
2025-07-24 10:10:04,3268,49.9,-36.89257,174.92579
2025-07-24 10:10:05,3040,43.2,-36.89257,174.92589
2025-07-24 10:10:06,3083,45.8,-36.89256,174.92592
2025-07-24 10:10:07,3628,56.2,-36.89256,174.92602
2025-07-24 10:10:08,3300,50.2,-36.89257,174.92617
2025-07-24 10:10:09,3229,47.5,-36.89263,174.92685
2025-07-24 10:10:10,3338,52.1,-36.89264,174.9269
2025-07-24 10:10:11,3191,49.1,-36.89267,174.92731
2025-07-24 10:10:12,3442,53.4,-36.89267,174.92752
2025-07-24 10:10:13,3409,51.2,-36.89267,174.92773
2025-07-24 10:10:14,3044,46.7,-36.89266,174.92788
2025-07-24 10:10:15,3321,49.9,-36.89265,174.92804
2025-07-24 10:10:16,3405,50.2,-36.89264,174.92819
2025-07-24 10:10:17,3043,44.8,-36.89259,174.9285
2025-07-24 10:10:18,3460,54.5,-36.89258,174.92858
2025-07-24 10:10:19,3538,53.3,-36.89254,174.92882
2025-07-24 10:10:20,3747,58.8,-36.89251,174.92901
2025-07-24 10:10:21,3579,53.8,-36.89251,174.92925
2025-07-24 10:10:22,3120,48.1,-36.89253,174.92935
2025-07-24 10:10:23,3326,50.7,-36.89259,174.92954
2025-07-24 10:10:24,3012,45.9,-36.8926,174.92956
2025-07-24 10:10:25,3099,47.4,-36.89267,174.92966
2025-07-24 10:10:26,3058,47.0,-36.89284,174.92994
2025-07-24 10:10:27,3132,45.1,-36.89289,174.93001
2025-07-24 10:10:28,3543,53.7,-36.8929,174.93008
2025-07-24 10:10:29,3220,50.2,-36.89292,174.93013
2025-07-24 10:10:30,3209,47.3,-36.89296,174.93019
2025-07-24 10:10:31,3000,43.0,-36.89297,174.93021
2025-07-24 10:10:32,3522,55.6,-36.89301,174.93024
2025-07-24 10:10:33,3381,53.2,-36.89302,174.93026
2025-07-24 10:10:34,3021,46.2,-36.89304,174.93027
2025-07-24 10:10:35,3285,50.6,-36.89305,174.93028
2025-07-24 10:10:36,3237,49.3,-36.89307,174.93028
2025-07-24 10:10:37,3223,48.7,-36.89316,174.93043
2025-07-24 10:10:38,3410,51.2,-36.89322,174.93048
2025-07-24 10:10:39,3218,49.9,-36.89355,174.93095
2025-07-24 10:10:40,3241,49.3,-36.8935,174.931
2025-07-24 10:10:41,2975,44.6,-36.89337,174.93115
2025-07-24 10:10:42,3070,43.5,-36.89331,174.93122
2025-07-24 10:10:43,3036,44.7,-36.89303,174.93152
2025-07-24 10:10:44,2749,40.2,-36.8929,174.93165
2025-07-24 10:10:45,3523,55.5,-36.89281,174.93173
2025-07-24 10:10:46,3025,45.3,-36.89257,174.93193
2025-07-24 10:10:47,3115,44.5,-36.89254,174.93197
2025-07-24 10:10:48,3278,49.0,-36.89251,174.93203
2025-07-24 10:10:49,3739,57.0,-36.89235,174.93208
2025-07-24 10:10:50,3270,50.4,-36.89231,174.93211
2025-07-24 10:10:51,3225,50.0,-36.89142,174.93298
